web-scraper-order,web-scraper-start-url,Date,Open,Close*
"1615854501-976","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 06, 2020","110.40","113.90"
"1615854501-912","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 03, 2020","109.66","110.44"
"1615854501-1044","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 01, 2020","71.56","72.27"
"1615854501-1105","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 05, 2020","80.88","80.36"
"1615854501-1098","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 13, 2020","81.05","81.22"
"1615854501-944","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 18, 2020","110.40","106.84"
"1615854501-1038","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 08, 2020","76.41","77.53"
"1615854501-1050","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Apr 23, 2020","68.97","68.76"
"1615854501-885","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 10, 2020","120.50","123.24"
"1615854501-850","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 02, 2021","135.73","134.99"
"1615854501-1022","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 02, 2020","80.19","80.83"
"1615854501-1084","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 05, 2020","73.88","73.23"
"1615854501-1069","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 26, 2020","61.63","64.61"
"1615854501-1049","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Apr 24, 2020","69.30","70.74"
"1615854501-1077","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 16, 2020","60.49","60.55"
"1615854501-1001","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jul 01, 2020","91.28","91.03"
"1615854501-857","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 22, 2021","136.28","139.07"
"1615854501-1086","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 03, 2020","75.92","72.33"
"1615854501-823","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 11, 2021","122.54","121.96"
"1615854501-1068","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 27, 2020","63.19","61.94"
"1615854501-901","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 17, 2020","119.55","119.39"
"1615854501-1015","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 11, 2020","87.33","83.97"
"1615854501-899","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Nov 19, 2020","117.59","118.64"
"1615854501-974","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Aug 07, 2020","113.21","111.11"
"1615854501-1092","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 24, 2020","74.32","74.54"
"1615854501-1101","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 10, 2020","78.54","80.39"
"1615854501-876","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Dec 23, 2020","132.16","130.96"
"1615854501-1073","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 20, 2020","61.79","57.31"
"1615854501-829","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 03, 2021","124.81","122.06"
"1615854501-1003","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 29, 2020","88.31","90.44"
"1615854501-824","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Mar 10, 2021","121.69","119.98"
"1615854501-1002","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jun 30, 2020","90.02","91.20"
"1615854501-955","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 02, 2020","137.59","131.40"
"1615854501-1040","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","May 07, 2020","75.81","75.93"
"1615854501-1112","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 27, 2020","77.51","77.24"
"1615854501-1102","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Feb 07, 2020","80.59","80.01"
"1615854501-865","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Jan 11, 2021","129.19","128.98"
"1615854501-940","https://finance.yahoo.com/quote/AAPL/history?period1=1577750400&period2=1615680000&interval=1d&filter=history&frequency=1d&includeAdjustedClose=true","Sep 24, 2020","105.17","108.22"
